date;region_code;region_name;lat;long;hospitalized_with_symptoms;intensive_care;total_hospitalized;home_isolation;positive_tests;new_positive_tests;discharged;deceased;total_cases;total_tests;;;;;;;;;;;;
25/03/2020;19;Sicilia;3.811.569.725;133.623.567;259;80;339;597;936;137;33;25;994;8312;;;;;;;;;;;;
25/03/2020;9;Toscana;4.376.923.077;1.125.588.885;999;251;1250;1526;2776;257;54;142;2972;17868;;;;;;;;;;;;
25/03/2020;4;P.A. Trento;4.606.893.511;1.112.123.097;308;65;373;685;1058;83;90;74;1222;4114;;;;;;;;;;;;
25/03/2020;10;Umbria;4.310.675.841;1.238.824.698;123;44;167;519;686;62;5;19;710;4707;;;;;;;;;;;;
25/03/2020;2;Valle d'Aosta;4.573.750.286;7.320.149.366;70;25;95;280;375;-4;2;24;401;1200;;;;;;;;;;;;
25/03/2020;5;Veneto;4.543.490.485;1.233.845.213;1407;316;1723;4022;5745;394;439;258;6442;70877;;;;;;;;;;;;
26/03/2020;13;Abruzzo;4.235.122.196;1.339.843.823;280;64;344;516;860;122;23;63;946;5488;;;;;;;;;;;;
26/03/2020;17;Basilicata;4.063.947.052;1.580.514.834;22;16;38;95;133;21;0;1;134;1046;;;;;;;;;;;;
26/03/2020;4;P.A. Bolzano;4.649.933.453;1.135.662.422;223;43;266;525;791;43;67;48;906;7744;;;;;;;;;;;;
26/03/2020;18;Calabria;3.890.597.598;1.659.440.194;101;23;124;248;372;39;7;14;393;5933;;;;;;;;;;;;
26/03/2020;15;Campania;4.083.956.555;1.425.084.984;448;114;562;607;1169;97;58;83;1310;8346;;;;;;;;;;;;
26/03/2020;8;Emilia Romagna;4.449.436.681;113.417.208;3354;301;3655;5195;8850;594;792;1174;10816;42395;;;;;;;;;;;;
26/03/2020;6;Friuli Venezia Giulia;456.494.354;1.376.813.649;212;54;266;688;954;43;197;72;1223;10721;;;;;;;;;;;;
26/03/2020;12;Lazio;4.189.277.044;1.248.366.722;878;113;991;844;1835;160;155;106;2096;22771;;;;;;;;;;;;
26/03/2020;7;Liguria;4.441.149.315;89.326.992;998;154;1152;875;2027;201;260;280;2567;7304;;;;;;;;;;;;
26/03/2020;3;Lombardia;4.546.679.409;9.190.347.404;10681;1263;11944;10245;22189;1598;7839;4861;34889;87713;;;;;;;;;;;;
26/03/2020;11;Marche;4.361.675.973;135.188.753;977;166;1143;1652;2795;156;9;310;3114;8623;;;;;;;;;;;;
26/03/2020;14;Molise;4.155.774.754;1.465.916.051;27;8;35;46;81;28;14;8;103;670;;;;;;;;;;;;
26/03/2020;1;Piemonte;450.732.745;7.680.687.483;2633;408;3041;2909;5950;394;135;449;6534;18054;;;;;;;;;;;;
26/03/2020;16;Puglia;4.112.559.576;1.686.736.689;480;76;556;539;1095;72;22;65;1182;9191;;;;;;;;;;;;
26/03/2020;20;Sardegna;3.921.531.192;9.110.616.306;92;20;112;350;462;50;13;19;494;3461;;;;;;;;;;;;
26/03/2020;19;Sicilia;3.811.569.725;133.623.567;346;68;414;681;1095;159;36;33;1164;9658;;;;;;;;;;;;
26/03/2020;9;Toscana;4.376.923.077;1.125.588.885;1037;259;1296;1677;2973;197;95;158;3226;20952;;;;;;;;;;;;
26/03/2020;4;P.A. Trento;4.606.893.511;1.112.123.097;300;66;366;728;1094;36;117;86;1297;4600;;;;;;;;;;;;
26/03/2020;10;Umbria;4.310.675.841;1.238.824.698;144;46;190;580;770;84;12;20;802;5428;;;;;;;;;;;;
26/03/2020;2;Valle d'Aosta;4.573.750.286;7.320.149.366;73;24;97;281;378;3;2;28;408;1203;;;;;;;;;;;;
26/03/2020;5;Veneto;4.543.490.485;1.233.845.213;1447;326;1773;4367;6140;395;508;287;6935;79759;;;;;;;;;;;;
27/03/2020;13;Abruzzo;4.235.122.196;1.339.843.823;289;71;360;565;925;65;24;68;1017;6109;;;;;;;;;;;;
27/03/2020;17;Basilicata;4.063.947.052;1.580.514.834;22;15;37;110;147;14;1;3;151;1254;;;;;;;;;;;;
27/03/2020;4;P.A. Bolzano;4.649.933.453;1.135.662.422;249;45;294;539;833;42;110;60;1003;8520;;;;;;;;;;;;
27/03/2020;18;Calabria;3.890.597.598;1.659.440.194;103;22;125;344;469;97;7;18;494;6901;;;;;;;;;;;;
27/03/2020;15;Campania;4.083.956.555;1.425.084.984;456;113;569;723;1292;123;64;98;1454;9613;;;;;;;;;;;;
27/03/2020;8;Emilia Romagna;4.449.436.681;113.417.208;3461;308;3769;5592;9361;511;960;1267;11588;47798;;;;;;;;;;;;
27/03/2020;6;Friuli Venezia Giulia;456.494.354;1.376.813.649;222;57;279;748;1027;73;214;76;1317;11841;;;;;;;;;;;;
27/03/2020;12;Lazio;4.189.277.044;1.248.366.722;992;126;1118;895;2013;178;164;118;2295;24106;;;;;;;;;;;;
27/03/2020;7;Liguria;4.441.149.315;89.326.992;1023;157;1180;880;2060;33;305;331;2696;7804;;;;;;;;;;;;
27/03/2020;3;Lombardia;4.546.679.409;9.190.347.404;11137;1292;12429;11466;23895;1706;8001;5402;37298;95860;;;;;;;;;;;;
27/03/2020;11;Marche;4.361.675.973;135.188.753;979;162;1141;1709;2850;55;10;336;3196;9060;;;;;;;;;;;;
27/03/2020;14;Molise;4.155.774.754;1.465.916.051;26;9;35;51;86;5;14;9;109;710;;;;;;;;;;;;
27/03/2020;1;Piemonte;450.732.745;7.680.687.483;2852;431;3283;3064;6347;397;176;569;7092;19705;;;;;;;;;;;;
27/03/2020;16;Puglia;4.112.559.576;1.686.736.689;530;82;612;624;1236;141;29;69;1334;10233;;;;;;;;;;;;
27/03/2020;20;Sardegna;3.921.531.192;9.110.616.306;93;19;112;384;496;34;13;21;530;3801;;;;;;;;;;;;
27/03/2020;19;Sicilia;3.811.569.725;133.623.567;425;75;500;658;1158;63;53;39;1250;11079;;;;;;;;;;;;
27/03/2020;9;Toscana;4.376.923.077;1.125.588.885;1053;274;1327;1843;3170;197;103;177;3450;23746;;;;;;;;;;;;
27/03/2020;4;P.A. Trento;4.606.893.511;1.112.123.097;341;66;407;757;1164;70;125;102;1391;4923;;;;;;;;;;;;
27/03/2020;10;Umbria;4.310.675.841;1.238.824.698;149;46;195;629;824;54;39;21;884;6137;;;;;;;;;;;;
27/03/2020;2;Valle d'Aosta;4.573.750.286;7.320.149.366;91;24;115;298;413;35;2;37;452;1252;;;;;;;;;;;;
27/03/2020;5;Veneto;4.543.490.485;1.233.845.213;1536;338;1874;4774;6648;508;536;313;7497;83627;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
