codice_regione,denominazione_regione,Età,Maschi celibi,Maschi coniugati,Maschi divorziati,Maschi vedovi,Maschi uniti civilmente,Maschi già in unione civile (per scioglimento),Maschi già in unione civile (per decesso del partner),Totale Maschi,Femmine nubili,Femmine coniugate,Femmine divorziate,Femmine vedove,Femmine unite civilmente,Femmine già in unione civile (per scioglimento),Femmine già in unione civile (per decesso del partner),Totale Femmine,Popolazione
13,Abruzzo,0,4540,0,0,0,0,0,0,4540,4331,0,0,0,0,0,0,4331,8871
13,Abruzzo,1,4901,0,0,0,0,0,0,4901,4593,0,0,0,0,0,0,4593,9494
13,Abruzzo,2,5165,0,0,0,0,0,0,5165,4838,0,0,0,0,0,0,4838,10003
13,Abruzzo,3,5262,0,0,0,0,0,0,5262,4941,0,0,0,0,0,0,4941,10203
13,Abruzzo,4,5333,0,0,0,0,0,0,5333,5042,0,0,0,0,0,0,5042,10375
13,Abruzzo,5,5451,0,0,0,0,0,0,5451,5108,0,0,0,0,0,0,5108,10559
13,Abruzzo,6,5665,0,0,0,0,0,0,5665,5397,0,0,0,0,0,0,5397,11062
13,Abruzzo,7,5900,0,0,0,0,0,0,5900,5373,0,0,0,0,0,0,5373,11273
13,Abruzzo,8,5953,0,0,0,0,0,0,5953,5678,0,0,0,0,0,0,5678,11631
13,Abruzzo,9,5860,0,0,0,0,0,0,5860,5537,0,0,0,0,0,0,5537,11397
13,Abruzzo,10,6070,0,0,0,0,0,0,6070,5722,0,0,0,0,0,0,5722,11792
13,Abruzzo,11,5915,0,0,0,0,0,0,5915,5672,0,0,0,0,0,0,5672,11587
13,Abruzzo,12,5926,0,0,0,0,0,0,5926,5541,0,0,0,0,0,0,5541,11467
13,Abruzzo,13,5910,0,0,0,0,0,0,5910,5685,0,0,0,0,0,0,5685,11595
13,Abruzzo,14,6048,0,0,0,0,0,0,6048,5577,0,0,0,0,0,0,5577,11625
13,Abruzzo,15,5985,0,0,0,0,0,0,5985,5576,0,0,0,0,0,0,5576,11561
13,Abruzzo,16,5935,0,0,0,0,0,0,5935,5485,0,0,0,0,0,0,5485,11420
13,Abruzzo,17,6076,0,0,0,0,0,0,6076,5740,0,0,0,0,0,0,5740,11816
13,Abruzzo,18,6423,1,0,0,0,0,0,6424,5664,12,0,0,0,0,0,5676,12100
13,Abruzzo,19,6363,5,0,0,0,0,0,6368,5725,38,0,0,0,0,0,5763,12131
13,Abruzzo,20,6502,13,0,0,1,0,0,6516,5856,74,1,0,0,0,0,5931,12447
13,Abruzzo,21,6571,12,1,0,0,0,0,6584,5748,105,0,1,0,0,0,5854,12438
13,Abruzzo,22,6538,36,0,0,0,0,0,6574,5942,167,1,0,1,0,0,6111,12685
13,Abruzzo,23,6568,82,0,0,0,0,0,6650,5702,299,3,0,1,0,0,6005,12655
13,Abruzzo,24,6690,115,1,0,2,0,0,6808,5959,415,5,1,0,0,0,6380,13188
13,Abruzzo,25,6919,172,0,0,1,0,0,7092,5956,574,4,2,3,0,0,6539,13631
13,Abruzzo,26,7003,280,1,0,0,0,0,7284,6037,834,7,1,1,0,0,6880,14164
13,Abruzzo,27,6845,409,5,0,2,0,0,7261,5701,1149,11,1,1,0,0,6863,14124
13,Abruzzo,28,6765,628,3,0,0,0,0,7396,5525,1486,25,3,2,0,0,7041,14437
13,Abruzzo,29,6524,948,4,0,3,0,0,7479,5107,1840,36,5,2,0,0,6990,14469
13,Abruzzo,30,6276,1229,17,0,0,0,0,7522,4851,2337,37,6,1,0,0,7232,14754
13,Abruzzo,31,5691,1574,11,2,0,0,0,7278,4332,2789,42,8,2,1,0,7174,14452
13,Abruzzo,32,5576,1953,15,2,3,0,0,7549,4013,3225,68,9,3,0,0,7318,14867
13,Abruzzo,33,5295,2393,28,1,0,0,0,7717,3906,3531,98,11,2,0,0,7548,15265
13,Abruzzo,34,5027,2831,52,1,2,0,0,7913,3529,3934,130,12,2,1,0,7608,15521
13,Abruzzo,35,4731,3062,54,2,0,0,0,7849,3254,4238,122,15,1,0,0,7630,15479
13,Abruzzo,36,4499,3515,89,5,1,0,0,8109,3170,4758,160,23,1,0,0,8112,16221
13,Abruzzo,37,4245,3759,86,4,6,0,0,8100,2821,4920,192,35,3,0,0,7971,16071
13,Abruzzo,38,4113,4192,100,5,5,0,0,8415,2667,5127,244,47,1,0,0,8086,16501
13,Abruzzo,39,3946,4615,144,9,1,0,0,8715,2534,5621,261,39,5,0,0,8460,17175
13,Abruzzo,40,3827,5052,183,7,4,0,0,9073,2409,6018,289,38,1,0,0,8755,17828
13,Abruzzo,41,3741,5157,163,14,2,0,0,9077,2317,6133,320,65,3,0,0,8838,17915
13,Abruzzo,42,3624,5607,231,9,3,0,0,9474,2260,6597,378,73,2,0,0,9310,18784
13,Abruzzo,43,3376,5813,257,24,3,0,0,9473,2258,6943,442,87,1,0,0,9731,19204
13,Abruzzo,44,3396,6421,283,18,3,0,0,10121,2051,7297,474,127,1,0,0,9950,20071
13,Abruzzo,45,3036,6384,300,28,3,1,0,9752,1956,7511,486,116,1,0,0,10070,19822
13,Abruzzo,46,2892,6792,337,27,2,1,0,10051,1908,7715,569,136,2,0,0,10330,20381
13,Abruzzo,47,2784,6940,381,26,2,0,0,10133,1883,7986,580,165,2,0,0,10616,20749
13,Abruzzo,48,2595,7003,362,35,4,1,0,10000,1597,8004,578,180,1,0,0,10360,20360
13,Abruzzo,49,2478,7541,434,45,3,0,0,10501,1633,8165,655,228,2,0,1,10684,21185
13,Abruzzo,50,2287,7613,444,49,3,0,0,10396,1503,8273,645,242,0,0,0,10663,21059
13,Abruzzo,51,2078,7781,464,59,5,0,0,10387,1472,8491,625,269,3,0,0,10860,21247
13,Abruzzo,52,1971,8012,456,79,5,0,0,10523,1314,8557,627,357,0,0,0,10855,21378
13,Abruzzo,53,1814,8077,551,97,4,1,0,10544,1213,8620,648,379,2,0,0,10862,21406
13,Abruzzo,54,1794,8298,500,103,2,0,0,10697,1191,8549,680,411,0,1,0,10832,21529
13,Abruzzo,55,1497,7832,495,105,4,0,0,9933,1094,8139,630,477,1,1,0,10342,20275
13,Abruzzo,56,1397,7528,502,111,3,0,0,9541,992,7921,552,528,0,0,0,9993,19534
13,Abruzzo,57,1254,7337,479,110,1,0,0,9181,1009,7853,569,568,2,0,0,10001,19182
13,Abruzzo,58,1154,7396,433,126,2,0,0,9111,910,7703,574,614,2,0,0,9803,18914
13,Abruzzo,59,1058,7325,420,146,1,0,0,8950,825,7626,523,690,1,0,0,9665,18615
13,Abruzzo,60,1014,7049,395,155,0,0,0,8613,788,7265,484,711,1,0,0,9249,17862
13,Abruzzo,61,922,7047,363,175,0,0,0,8507,759,7157,437,792,0,0,0,9145,17652
13,Abruzzo,62,812,7147,387,166,2,1,0,8515,660,6883,390,936,0,0,0,8869,17384
13,Abruzzo,63,804,6972,335,194,0,0,0,8305,676,6924,398,1016,0,0,1,9015,17320
13,Abruzzo,64,781,6844,293,219,2,0,0,8139,603,6711,333,1166,1,1,0,8815,16954
13,Abruzzo,65,650,6521,295,179,1,0,0,7646,549,6276,344,1132,1,0,0,8302,15948
13,Abruzzo,66,628,6443,252,244,0,0,0,7567,540,6003,330,1310,1,0,0,8184,15751
13,Abruzzo,67,542,6411,236,245,0,0,0,7434,476,6107,319,1415,0,0,0,8317,15751
13,Abruzzo,68,518,6775,251,286,0,0,0,7830,494,6147,275,1553,0,0,0,8469,16299
13,Abruzzo,69,543,6782,227,310,1,0,0,7863,481,6067,253,1806,0,1,1,8609,16472
13,Abruzzo,70,543,6771,201,339,1,1,0,7856,492,5984,236,2063,0,0,0,8775,16631
13,Abruzzo,71,477,6442,203,378,0,0,1,7501,437,5421,234,2064,0,0,0,8156,15657
13,Abruzzo,72,453,6267,152,385,3,1,0,7261,379,5108,185,2198,0,0,0,7870,15131
13,Abruzzo,73,289,4563,120,279,2,0,0,5253,293,3767,150,1841,0,0,0,6051,11304
13,Abruzzo,74,326,4887,121,387,0,0,0,5721,320,3723,143,2193,0,0,0,6379,12100
13,Abruzzo,75,296,4533,108,387,1,0,0,5325,304,3496,128,2309,0,0,0,6237,11562
13,Abruzzo,76,299,4302,81,420,1,0,0,5103,297,3197,116,2396,0,0,0,6006,11109
13,Abruzzo,77,291,4259,72,481,1,0,0,5104,292,3049,109,2545,0,0,0,5995,11099
13,Abruzzo,78,294,4652,83,583,1,0,0,5613,358,3307,107,3148,0,0,0,6920,12533
13,Abruzzo,79,269,4511,104,591,0,0,0,5475,337,2999,100,3471,0,0,0,6907,12382
13,Abruzzo,80,227,3945,82,656,0,0,0,4910,341,2466,79,3315,0,0,0,6201,11111
13,Abruzzo,81,220,3742,51,647,0,0,0,4660,295,2226,72,3441,0,0,0,6034,10694
13,Abruzzo,82,210,3288,52,589,0,0,0,4139,303,1849,65,3420,0,0,0,5637,9776
13,Abruzzo,83,174,3055,39,659,0,0,0,3927,305,1711,62,3520,0,0,0,5598,9525
13,Abruzzo,84,149,2637,26,677,0,0,0,3489,262,1370,42,3566,0,0,0,5240,8729
13,Abruzzo,85,143,2408,25,690,2,0,0,3268,273,1208,51,3585,0,0,0,5117,8385
13,Abruzzo,86,119,1986,24,631,0,0,0,2760,255,932,28,3182,0,0,1,4398,7158
13,Abruzzo,87,94,1701,20,627,0,0,0,2442,259,755,32,3177,0,0,0,4223,6665
13,Abruzzo,88,93,1486,16,670,0,0,0,2265,269,647,29,3180,0,0,0,4125,6390
13,Abruzzo,89,55,1146,15,513,0,0,0,1729,225,442,21,2624,0,0,1,3313,5042
13,Abruzzo,90,47,845,9,482,0,0,0,1383,174,358,19,2352,0,0,0,2903,4286
13,Abruzzo,91,46,644,5,442,0,0,0,1137,172,239,14,2176,0,0,0,2601,3738
13,Abruzzo,92,33,424,4,365,0,0,0,826,139,170,12,1716,0,0,0,2037,2863
13,Abruzzo,93,22,319,4,315,0,0,0,660,129,125,9,1374,0,0,0,1637,2297
13,Abruzzo,94,15,216,2,256,0,0,0,489,105,74,11,1113,0,0,0,1303,1792
13,Abruzzo,95,16,150,1,177,0,0,0,344,60,56,4,898,0,0,0,1018,1362
13,Abruzzo,96,8,96,1,127,0,0,0,232,59,33,6,692,0,0,0,790,1022
13,Abruzzo,97,4,76,1,123,0,0,0,204,42,14,1,508,0,0,0,565,769
13,Abruzzo,98,6,43,0,62,0,0,0,111,22,18,1,348,0,0,0,389,500
13,Abruzzo,99,0,13,0,31,0,0,0,44,20,6,1,164,0,0,0,191,235
13,Abruzzo,100,6,22,0,42,0,0,0,70,22,15,0,289,0,0,0,326,396
17,Basilicata,0,1850,0,0,0,0,0,0,1850,1839,0,0,0,0,0,0,1839,3689
17,Basilicata,1,2061,0,0,0,0,0,0,2061,1865,0,0,0,0,0,0,1865,3926
17,Basilicata,2,2054,0,0,0,0,0,0,2054,1955,0,0,0,0,0,0,1955,4009
17,Basilicata,3,2078,0,0,0,0,0,0,2078,1981,0,0,0,0,0,0,1981,4059
17,Basilicata,4,2054,0,0,0,0,0,0,2054,2022,0,0,0,0,0,0,2022,4076
17,Basilicata,5,2110,0,0,0,0,0,0,2110,1960,0,0,0,0,0,0,1960,4070
17,Basilicata,6,2327,0,0,0,0,0,0,2327,2124,0,0,0,0,0,0,2124,4451
17,Basilicata,7,2261,0,0,0,0,0,0,2261,2154,0,0,0,0,0,0,2154,4415
17,Basilicata,8,2337,0,0,0,0,0,0,2337,2221,0,0,0,0,0,0,2221,4558
17,Basilicata,9,2459,0,0,0,0,0,0,2459,2279,0,0,0,0,0,0,2279,4738
17,Basilicata,10,2546,0,0,0,0,0,0,2546,2345,0,0,0,0,0,0,2345,4891
17,Basilicata,11,2522,0,0,0,0,0,0,2522,2321,0,0,0,0,0,0,2321,4843
17,Basilicata,12,2612,0,0,0,0,0,0,2612,2389,0,0,0,0,0,0,2389,5001
17,Basilicata,13,2557,0,0,0,0,0,0,2557,2402,0,0,0,0,0,0,2402,4959
17,Basilicata,14,2632,0,0,0,0,0,0,2632,2650,0,0,0,0,0,0,2650,5282
17,Basilicata,15,2789,0,0,0,0,0,0,2789,2536,0,0,0,0,0,0,2536,5325
17,Basilicata,16,2834,0,0,0,0,0,0,2834,2657,0,0,0,0,0,0,2657,5491
17,Basilicata,17,2921,0,0,0,0,0,0,2921,2620,0,0,0,0,0,0,2620,5541
17,Basilicata,18,3101,0,0,0,0,0,0,3101,2704,2,0,0,0,0,0,2706,5807
17,Basilicata,19,3073,0,3,0,0,0,0,3076,2754,9,0,0,0,0,0,2763,5839
17,Basilicata,20,3183,3,0,0,0,0,0,3186,2662,25,0,0,0,0,0,2687,5873
17,Basilicata,21,3117,5,1,0,0,0,0,3123,2716,48,0,0,0,0,0,2764,5887
17,Basilicata,22,3133,21,0,0,0,0,0,3154,2715,75,0,1,0,0,0,2791,5945
17,Basilicata,23,3151,21,0,0,0,0,0,3172,2757,108,0,0,0,0,0,2865,6037
17,Basilicata,24,3137,61,0,0,0,0,0,3198,2810,180,3,0,0,0,0,2993,6191
17,Basilicata,25,3271,64,1,0,0,0,0,3336,2777,244,2,0,0,0,0,3023,6359
17,Basilicata,26,3411,128,2,0,0,0,0,3541,2902,391,2,1,0,0,0,3296,6837
17,Basilicata,27,3211,199,1,1,0,0,0,3412,2703,552,5,1,0,0,0,3261,6673
17,Basilicata,28,3329,296,2,0,1,0,0,3628,2518,803,14,1,0,0,0,3336,6964
17,Basilicata,29,3095,413,4,0,0,0,0,3512,2281,932,9,4,0,0,0,3226,6738
17,Basilicata,30,2836,600,4,1,0,0,0,3441,2095,1155,18,2,0,0,0,3270,6711
17,Basilicata,31,2709,755,10,0,0,0,0,3474,1865,1274,21,3,0,0,0,3163,6637
17,Basilicata,32,2504,884,8,0,0,0,0,3396,1619,1469,26,5,0,0,0,3119,6515
17,Basilicata,33,2399,1094,10,1,1,0,0,3505,1485,1668,40,1,0,0,0,3194,6699
17,Basilicata,34,2227,1283,10,1,0,0,0,3521,1403,1832,46,9,0,0,0,3290,6811
17,Basilicata,35,2009,1387,14,1,1,0,0,3412,1203,2043,45,6,0,0,0,3297,6709
17,Basilicata,36,1805,1571,34,1,1,0,0,3412,1173,2132,57,15,0,0,0,3377,6789
17,Basilicata,37,1709,1707,28,4,0,0,0,3448,966,2253,64,18,0,0,0,3301,6749
17,Basilicata,38,1577,1841,43,4,0,0,0,3465,945,2276,66,10,0,0,0,3297,6762
17,Basilicata,39,1516,1969,40,4,0,0,0,3529,824,2431,82,20,0,0,0,3357,6886
17,Basilicata,40,1523,2209,52,0,0,0,0,3784,769,2640,99,24,0,0,0,3532,7316
17,Basilicata,41,1390,2227,66,2,0,0,0,3685,788,2845,129,20,0,0,0,3782,7467
17,Basilicata,42,1429,2560,63,5,0,0,0,4057,805,2928,140,42,0,0,0,3915,7972
17,Basilicata,43,1304,2611,79,5,0,0,0,3999,761,3162,124,36,0,0,0,4083,8082
17,Basilicata,44,1279,2841,82,7,2,0,0,4211,728,3177,127,45,0,0,0,4077,8288
17,Basilicata,45,1132,2857,99,12,2,0,0,4102,685,3130,167,56,0,0,0,4038,8140
17,Basilicata,46,1048,2913,102,13,2,0,0,4078,682,3340,172,65,0,0,0,4259,8337
17,Basilicata,47,1067,2984,96,15,0,0,0,4162,627,3415,154,72,0,0,0,4268,8430
17,Basilicata,48,897,3138,111,26,1,0,0,4173,619,3482,169,91,0,0,0,4361,8534
17,Basilicata,49,916,3363,116,21,0,0,0,4416,593,3492,157,124,0,0,0,4366,8782
17,Basilicata,50,878,3330,113,25,1,0,0,4347,592,3579,170,128,1,0,0,4470,8817
17,Basilicata,51,823,3502,120,31,1,0,0,4477,553,3751,181,157,1,0,0,4643,9120
17,Basilicata,52,750,3381,102,36,0,0,0,4269,549,3724,151,160,0,0,0,4584,8853
17,Basilicata,53,768,3487,128,35,0,0,0,4418,532,3723,151,162,0,0,0,4568,8986
17,Basilicata,54,669,3721,134,45,0,0,0,4569,546,3850,173,170,0,0,0,4739,9308
17,Basilicata,55,603,3551,153,56,0,0,0,4363,510,3568,137,224,0,0,0,4439,8802
17,Basilicata,56,590,3640,147,44,0,0,0,4421,461,3620,143,249,0,0,0,4473,8894
17,Basilicata,57,525,3483,130,61,0,0,0,4199,422,3570,152,285,0,0,0,4429,8628
17,Basilicata,58,442,3480,108,57,0,0,0,4087,432,3479,159,324,0,0,0,4394,8481
17,Basilicata,59,477,3325,102,58,0,0,0,3962,425,3312,107,335,0,0,0,4179,8141
17,Basilicata,60,393,3319,97,55,1,0,0,3865,391,3142,113,355,0,0,0,4001,7866
17,Basilicata,61,395,3047,99,64,0,0,0,3605,365,3166,115,424,0,0,0,4070,7675
17,Basilicata,62,344,3281,102,76,0,0,0,3803,357,3146,102,424,0,0,0,4029,7832
17,Basilicata,63,346,3214,81,91,0,0,0,3732,294,2949,95,429,0,0,0,3767,7499
17,Basilicata,64,273,3161,81,97,0,0,0,3612,314,2957,91,508,0,0,0,3870,7482
17,Basilicata,65,267,2960,75,98,0,0,0,3400,288,2615,65,546,0,0,0,3514,6914
17,Basilicata,66,218,2887,74,101,0,0,0,3280,298,2586,75,572,0,0,0,3531,6811
17,Basilicata,67,216,2794,69,121,0,0,0,3200,224,2563,64,631,0,0,0,3482,6682
17,Basilicata,68,206,2980,71,132,0,0,0,3389,245,2488,55,712,0,0,0,3500,6889
17,Basilicata,69,204,3025,52,143,0,0,0,3424,223,2482,68,763,0,0,0,3536,6960
17,Basilicata,70,194,2992,51,154,0,0,0,3391,252,2460,48,970,0,0,0,3730,7121
17,Basilicata,71,184,2623,48,166,0,0,0,3021,238,2169,50,931,0,0,0,3388,6409
17,Basilicata,72,149,2391,42,170,0,0,0,2752,198,1929,40,906,0,0,0,3073,5825
17,Basilicata,73,105,1804,33,123,0,0,0,2065,182,1443,29,825,0,0,0,2479,4544
17,Basilicata,74,108,1804,27,140,0,0,0,2079,159,1329,20,831,0,0,0,2339,4418
17,Basilicata,75,94,1761,20,165,0,0,0,2040,152,1269,27,872,0,0,0,2320,4360
17,Basilicata,76,83,1669,15,178,0,0,0,1945,156,1204,25,1022,0,0,0,2407,4352
17,Basilicata,77,88,1607,15,193,0,0,0,1903,145,1183,20,1030,0,0,0,2378,4281
17,Basilicata,78,106,1907,24,242,0,0,0,2279,163,1218,23,1317,0,0,0,2721,5000
17,Basilicata,79,92,1880,16,276,0,0,0,2264,169,1215,18,1469,0,0,0,2871,5135
17,Basilicata,80,65,1691,15,265,0,0,0,2036,169,1078,13,1458,0,0,0,2718,4754
17,Basilicata,81,93,1558,13,310,0,0,0,1974,175,965,24,1555,0,0,0,2719,4693
17,Basilicata,82,89,1395,16,313,0,0,0,1813,147,820,10,1530,0,0,0,2507,4320
17,Basilicata,83,59,1257,9,308,0,0,0,1633,157,750,12,1529,0,0,0,2448,4081
17,Basilicata,84,62,1163,8,339,0,0,0,1572,147,632,7,1608,0,0,0,2394,3966
17,Basilicata,85,53,1016,4,334,0,0,0,1407,129,498,16,1568,0,0,0,2211,3618
17,Basilicata,86,34,856,3,310,0,0,0,1203,143,384,8,1364,0,0,0,1899,3102
17,Basilicata,87,38,685,1,334,0,0,0,1058,108,319,8,1306,0,0,0,1741,2799
17,Basilicata,88,40,609,5,306,0,0,0,960,114,257,4,1326,0,0,0,1701,2661
17,Basilicata,89,26,473,4,276,0,0,0,779,110,172,4,1103,0,0,0,1389,2168
17,Basilicata,90,27,359,5,231,0,0,0,622,86,115,3,922,0,0,0,1126,1748
17,Basilicata,91,19,294,2,189,0,0,0,504,64,94,5,805,0,0,0,968,1472
17,Basilicata,92,9,172,1,172,0,0,0,354,62,54,1,708,0,0,0,825,1179
17,Basilicata,93,9,116,0,127,0,0,0,252,42,48,2,524,0,0,0,616,868
17,Basilicata,94,9,77,1,122,0,0,0,209,41,29,1,372,0,0,0,443,652
17,Basilicata,95,5,68,0,103,0,0,0,176,24,18,0,328,0,0,0,370,546
17,Basilicata,96,4,45,0,67,0,0,0,116,22,9,1,253,0,0,0,285,401
17,Basilicata,97,3,14,1,55,0,0,0,73,11,8,1,208,0,0,0,228,301
17,Basilicata,98,4,14,0,29,0,0,0,47,4,3,1,113,0,0,0,121,168
17,Basilicata,99,0,5,0,12,0,0,0,17,5,3,1,58,0,0,0,67,84
17,Basilicata,100,0,3,0,15,0,0,0,18,12,4,0,79,0,0,0,95,113
18,Calabria,0,7726,0,0,0,0,0,0,7726,7310,0,0,0,0,0,0,7310,15036
18,Calabria,1,8032,0,0,0,0,0,0,8032,7649,0,0,0,0,0,0,7649,15681
18,Calabria,2,8225,0,0,0,0,0,0,8225,7754,0,0,0,0,0,0,7754,15979
